Month,Total users,New users,Views,Views per user,Sessions,Average session duration,Engaged sessions,Engagement rate
1,11685,10272,60771,5.301491756084794,15457,243.0934409026333,8857,0.5730089926893964
2,12642,10648,59538,4.771820149074297,16378,246.52037174508513,9469,0.5781536207107095
3,11303,9902,64232,5.768995868510868,15182,246.17486027591897,9141,0.6020945856935845
4,13192,11331,64612,4.95224955928566,17331,240.58789495510953,10059,0.5804050545265709
5,14507,12872,56065,3.909147957049226,17922,206.0206988506307,9665,0.5392813302086821
