Month,Total users,New users,Views,Views per user,Sessions,Average session duration,Engaged sessions,Engagement rate
1,7603,7176,9080,1.1993131686699248,7899,48.37967292733257,1316,0.1666033675148753
2,7337,7015,8787,1.2002458680508128,7970,52.592551445545794,1609,0.20188205771643664
3,5796,5423,7598,1.3172676837725381,6303,70.65951247770901,1672,0.26527050610820246
4,5744,5343,8149,1.4234061135371179,6327,86.73494434186817,2396,0.3786944839576418
5,4076,3759,5833,1.4459593455627169,4709,106.40722179868338,1900,0.4034826927160756
