Month,Total users,New users,Views,Views per user,Sessions,Average session duration,Engaged sessions,Engagement rate
1,71628,70319,114617,1.6058648807689075,76642,46.644523543370454,9201,0.12005166879778711
2,69018,67587,120276,1.7471311118212718,72262,70.79999130956796,13847,0.19162215272203925
3,55134,53393,97024,1.7665780561523616,59100,69.58117319680194,10510,0.177834179357022
4,70165,67684,126612,1.8100874935666496,74001,131.99952977438144,15595,0.21074039540006217
5,145264,143061,180131,1.241332497191805,145561,28.902655189274636,15398,0.1057838294598141
